"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"18.03.2012","614,17","624,24","630,16","612,49","3,03B","-1,47%"
"11.03.2012","623,36","591,46","623,77","587,78","3,07B","5,16%"
"04.03.2012","592,80","606,09","606,09","588,63","2,42B","-2,66%"
"26.02.2012","609,02","595,72","610,22","583,79","2,79B","1,95%"
"19.02.2012","597,38","615,99","617,79","591,43","3,19B","-2,25%"
"12.02.2012","611,11","598,07","611,11","591,47","3,07B","3,00%"
"05.02.2012","593,32","599,18","615,88","589,88","3,16B","-1,36%"
"29.01.2012","601,48","570,54","604,43","569,05","3,36B","4,87%"
"22.01.2012","573,57","547,73","575,82","542,24","3,10B","4,50%"
"15.01.2012","548,89","517,12","550,57","514,84","3,04B","6,45%"
"08.01.2012","515,62","504,98","527,93","492,63","2,59B","2,75%"
"01.01.2012","501,83","513,15","529,57","500,07","1,97B","-2,11%"
"25.12.2011","512,67","522,36","526,18","510,13","1,17B","-1,31%"
"18.12.2011","519,49","514,50","528,46","506,40","1,87B","0,55%"
"11.12.2011","516,66","535,57","538,85","510,88","2,07B","-4,03%"
"04.12.2011","538,35","549,44","555,38","526,56","2,07B","-1,71%"
"27.11.2011","547,69","515,76","551,55","513,03","2,67B","7,24%"
"20.11.2011","510,71","543,01","545,07","488,12","2,65B","-6,25%"
"13.11.2011","544,74","566,09","567,71","543,45","2,03B","-3,07%"
"06.11.2011","562,01","549,66","563,92","548,75","769,74M","0,04%"
"30.10.2011","561,80","568,11","569,55","541,22","2,47B","-1,51%"
"23.10.2011","570,42","570,24","574,47","553,39","2,07B","0,44%"
"16.10.2011","567,92","595,67","599,59","553,88","2,34B","-4,23%"
"09.10.2011","593,00","577,32","598,81","573,92","2,29B","3,42%"
"02.10.2011","573,39","589,07","601,16","565,08","2,60B","-3,94%"
"25.09.2011","596,93","552,16","601,10","550,09","2,59B","5,98%"
"18.09.2011","563,23","573,44","617,22","556,83","3,51B","-2,72%"
"11.09.2011","578,97","550,41","581,04","545,19","2,37B","3,57%"
"04.09.2011","559,03","545,52","569,80","538,86","2,45B","0,95%"
"28.08.2011","553,75","541,24","557,61","536,25","494,34M","3,10%"
"21.08.2011","537,08","517,26","539,27","515,70","2,39B","1,22%"
"14.08.2011","530,62","528,12","548,54","499,31","2,97B","1,67%"
"07.08.2011","521,89","551,12","559,45","486,00","4,52B","-7,25%"
"31.07.2011","562,66","627,32","628,00","556,25","2,73B","-9,68%"
"24.07.2011","622,96","592,27","625,31","584,86","2,05B","4,17%"
"17.07.2011","598,02","624,26","626,97","594,34","2,07B","-4,52%"
"10.07.2011","626,35","633,03","637,87","618,02","1,91B","-1,51%"
"03.07.2011","635,96","633,20","644,63","630,45","1,74B","0,52%"
"26.06.2011","632,65","616,69","636,41","615,43","1,88B","1,92%"
"19.06.2011","620,73","611,02","625,97","603,11","1,90B","0,58%"
"12.06.2011","617,17","641,03","643,35","598,40","2,78B","-3,11%"
"05.06.2011","637,00","630,01","644,78","630,01","2,41B","1,42%"
"29.05.2011","628,07","621,13","637,09","611,39","2,65B","0,64%"
"22.05.2011","624,07","628,69","650,17","618,54","2,59B","-1,41%"
"15.05.2011","632,99","643,23","656,38","625,12","2,17B","-1,99%"
"08.05.2011","645,85","683,10","685,74","645,03","3,01B","-5,36%"
"01.05.2011","682,41","696,21","703,36","679,68","2,87B","-1,46%"
"24.04.2011","692,50","687,22","694,09","673,46","2,86B","0,81%"
"17.04.2011","686,92","688,10","688,10","662,83","3,35B","0,35%"
"10.04.2011","684,50","678,53","689,12","675,84","2,93B","0,52%"
"03.04.2011","680,93","656,34","697,96","654,80","4,61B","3,62%"
"27.03.2011","657,14","643,76","657,14","633,58","3,33B","2,28%"
"20.03.2011","642,47","637,94","651,71","633,25","3,63B","0,64%"
"13.03.2011","638,39","637,56","651,21","625,01","4,26B","0,09%"
"06.03.2011","637,82","605,61","638,47","594,24","4,69B","4,37%"
"27.02.2011","611,13","615,78","618,09","580,68","3,85B","-0,41%"
"20.02.2011","613,67","658,99","658,99","605,47","3,77B","-7,00%"
"13.02.2011","659,86","653,48","663,89","643,73","3,81B","1,94%"
"06.02.2011","647,30","655,39","661,63","639,95","3,00B","-0,89%"
"30.01.2011","653,09","625,89","658,69","619,57","3,76B","3,32%"
"23.01.2011","632,11","662,37","663,93","628,89","3,73B","-4,12%"
"16.01.2011","659,27","676,55","676,81","644,72","3,98B","-2,88%"
"09.01.2011","678,80","685,15","689,92","673,01","3,99B","-1,29%"
"02.01.2011","687,70","663,63","697,25","661,27","5,10B","4,19%"
"26.12.2010","660,04","661,64","671,56","652,59","3,54B","-0,40%"
"19.12.2010","662,67","635,72","663,96","624,37","3,20B","4,32%"
"12.12.2010","635,24","651,22","669,71","628,68","3,76B","-1,91%"
"05.12.2010","647,59","671,69","685,24","646,29","3,39B","-3,14%"
"28.11.2010","668,60","664,82","675,52","638,35","3,59B","1,08%"
"21.11.2010","661,48","710,96","711,52","654,06","2,93B","-5,50%"
"14.11.2010","699,98","693,33","700,55","690,49","157,78M","0,64%"
"07.11.2010","695,53","704,02","716,66","685,61","3,38B","-1,73%"
"31.10.2010","707,79","694,42","713,40","681,46","3,21B","2,94%"
"24.10.2010","687,60","714,98","717,77","673,12","2,04B","-3,16%"
"17.10.2010","710,07","699,81","712,68","691,85","3,54B","1,29%"
"10.10.2010","701,01","675,09","708,20","675,09","4,67B","4,29%"
"03.10.2010","672,17","649,81","673,98","647,09","2,82B","3,60%"
"26.09.2010","648,83","644,77","661,22","642,31","2,79B","1,00%"
"19.09.2010","642,41","639,74","648,98","633,54","2,54B","0,59%"
"12.09.2010","638,62","619,05","644,48","614,34","2,90B","5,37%"
"05.09.2010","606,08","610,00","611,74","603,12","573,21M","-0,64%"
"29.08.2010","609,99","589,73","612,54","588,11","1,61B","2,79%"
"22.08.2010","593,46","587,20","596,05","579,27","1,55B","1,01%"
"15.08.2010","587,50","586,11","598,55","581,22","1,88B","0,46%"
"08.08.2010","584,80","603,44","604,42","576,55","1,63B","-2,13%"
"01.08.2010","597,53","603,36","607,92","589,67","1,87B","-0,19%"
"25.07.2010","598,67","595,71","609,51","589,62","2,01B","0,96%"
"18.07.2010","593,00","573,93","601,42","573,93","1,87B","2,72%"
"11.07.2010","577,29","571,99","590,66","566,58","2,08B","1,01%"
"04.07.2010","571,51","557,14","577,51","554,88","1,66B","2,72%"
"27.06.2010","556,36","560,58","566,77","539,11","1,57B","-0,41%"
"20.06.2010","558,64","577,80","577,89","553,44","1,57B","-2,05%"
"13.06.2010","570,34","556,68","576,42","551,60","2,14B","3,45%"
"06.06.2010","551,32","533,76","554,16","532,06","2,26B","0,95%"
"30.05.2010","546,13","542,38","563,91","532,87","3,11B","-1,12%"
"23.05.2010","552,34","544,31","554,67","517,57","3,39B","2,07%"
"16.05.2010","541,12","548,61","570,62","533,65","2,67B","-2,93%"
"09.05.2010","557,48","549,56","587,09","549,56","3,35B","5,81%"
"02.05.2010","526,87","587,94","589,97","525,71","3,34B","-10,64%"
"25.04.2010","589,59","594,26","595,26","568,67","3,10B","1,06%"
"18.04.2010","583,38","572,91","594,83","567,71","2,72B","0,20%"
"11.04.2010","582,24","596,70","597,72","577,59","3,83B","-1,62%"
"04.04.2010","591,85","585,00","595,93","577,52","2,85B","1,94%"
"28.03.2010","580,60","570,69","583,84","562,45","3,03B","2,56%"
"21.03.2010","566,11","530,97","576,45","530,63","3,62B","5,94%"
"14.03.2010","534,37","522,20","543,15","517,81","2,52B","2,31%"
"07.03.2010","522,33","531,14","535,62","519,62","2,29B","-0,75%"
"28.02.2010","526,26","504,82","526,26","501,51","2,80B","5,88%"
"21.02.2010","497,05","538,16","541,10","480,80","3,19B","-6,78%"
"14.02.2010","533,19","509,59","533,19","509,59","2,97B","4,42%"
"07.02.2010","510,64","516,15","520,24","494,32","3,34B","-0,76%"
"31.01.2010","514,55","547,31","557,35","510,89","4,40B","-5,85%"
"24.01.2010","546,51","535,95","551,01","531,49","3,82B","1,21%"
"17.01.2010","539,97","540,04","559,11","534,77","3,59B","-0,02%"
"10.01.2010","540,06","550,87","553,47","533,45","4,03B","-1,45%"
"03.01.2010","547,98","528,19","557,12","524,10","4,77B","3,73%"
"27.12.2009","528,25","518,84","531,55","512,58","2,42B","2,25%"
"20.12.2009","516,61","502,51","517,23","501,49","2,68B","3,04%"
"13.12.2009","501,38","494,44","509,72","493,18","3,22B","1,52%"
"06.12.2009","493,86","497,49","508,45","487,51","3,58B","-1,43%"
"29.11.2009","501,02","452,09","502,38","450,46","3,23B","10,48%"
"22.11.2009","453,50","456,50","460,62","446,79","1,71B","0,26%"
"15.11.2009","452,31","490,08","491,49","447,98","3,06B","-6,63%"
"08.11.2009","484,42","475,32","491,49","474,26","3,46B","3,13%"
"01.11.2009","469,70","467,20","478,10","458,16","4,16B","-0,46%"
"25.10.2009","471,85","514,32","515,88","468,58","2,83B","-8,17%"
"18.10.2009","513,81","498,84","518,63","497,89","3,29B","3,19%"
"11.10.2009","497,91","505,18","514,87","497,05","4,28B","-0,85%"
"04.10.2009","502,18","471,21","504,21","466,80","3,49B","7,17%"
"27.09.2009","468,57","474,81","489,90","461,69","2,91B","-1,61%"
"20.09.2009","476,25","472,70","481,87","471,50","1,68B","0,98%"
"13.09.2009","471,61","461,47","474,12","456,92","2,62B","1,24%"
"06.09.2009","465,83","456,69","465,83","441,30","3,48B","3,15%"
"30.08.2009","451,61","471,70","474,76","450,87","3,17B","-5,04%"
"23.08.2009","475,60","477,55","483,35","467,37","4,53B","0,83%"
"16.08.2009","471,70","433,29","472,19","431,03","3,36B","6,47%"
"09.08.2009","443,03","449,56","454,87","425,25","3,58B","-1,04%"
"02.08.2009","447,68","430,18","455,37","425,92","4,59B","4,99%"
"26.07.2009","426,41","398,86","436,28","395,20","4,19B","8,24%"
"19.07.2009","393,95","380,51","397,90","377,86","3,08B","4,42%"
"12.07.2009","377,27","364,62","383,78","362,75","2,86B","2,57%"
"05.07.2009","367,80","365,84","376,32","362,62","2,90B","-0,05%"
"28.06.2009","367,98","366,01","377,19","366,01","4,06B","0,11%"
"21.06.2009","367,56","358,02","371,88","346,39","4,23B","2,61%"
"14.06.2009","358,20","347,29","360,00","343,28","3,29B","2,88%"
"07.06.2009","348,17","345,17","350,43","332,65","3,24B","0,19%"
"31.05.2009","347,50","358,05","362,14","340,45","4,24B","-0,72%"
"24.05.2009","350,03","351,47","357,20","343,81","4,86B","-0,03%"
"17.05.2009","350,14","329,47","353,84","327,25","3,58B","4,57%"
"10.05.2009","334,85","330,24","338,18","320,33","4,22B","2,07%"
"03.05.2009","328,06","319,96","348,36","317,41","5,46B","3,65%"
"26.04.2009","316,52","293,44","318,19","289,71","3,61B","6,66%"
"19.04.2009","296,76","294,03","297,93","280,72","2,92B","0,78%"
"12.04.2009","294,46","287,77","298,97","277,49","3,59B","2,11%"
"05.04.2009","288,38","270,24","288,94","259,79","3,33B","8,29%"
"29.03.2009","266,31","250,67","271,81","248,46","3,00B","3,63%"
"22.03.2009","256,97","244,35","257,54","244,34","3,40B","6,90%"
"15.03.2009","240,39","237,50","241,15","232,43","2,47B","1,80%"
"08.03.2009","236,15","232,73","240,41","225,83","2,66B","1,70%"
"01.03.2009","232,20","236,79","240,20","227,21","1,86B","-3,36%"
"22.02.2009","240,27","240,15","245,54","234,37","2,15B","1,90%"
"15.02.2009","235,79","250,12","250,84","231,60","2,36B","-6,43%"
"08.02.2009","252,00","267,99","271,32","248,99","2,25B","-5,74%"
"01.02.2009","267,35","255,61","267,84","252,35","1,86B","3,09%"
"25.01.2009","259,34","248,74","267,72","248,49","2,69B","4,65%"
"18.01.2009","247,82","258,65","258,83","240,35","2,47B","-3,31%"
"11.01.2009","256,31","262,16","264,01","248,34","2,40B","-3,17%"
"04.01.2009","264,70","275,89","287,33","261,21","3,06B","-1,98%"
"28.12.2008","270,06","264,99","273,32","262,21","1,34B","1,91%"
"21.12.2008","264,99","262,43","265,69","259,23","706,66M","1,12%"
"14.12.2008","262,05","254,11","270,34","252,77","2,75B","5,08%"
"07.12.2008","249,37","240,36","249,99","240,36","462,42M","3,75%"
"30.11.2008","240,35","256,35","256,35","230,79","2,44B","-6,53%"
"23.11.2008","257,15","226,36","258,47","226,03","3,50B","17,07%"
"16.11.2008","219,66","253,02","253,87","209,12","2,97B","-13,60%"
"09.11.2008","254,25","271,21","276,67","245,01","2,30B","-4,59%"
"02.11.2008","266,48","281,32","294,00","265,06","2,75B","-4,26%"
"26.10.2008","278,33","236,30","278,59","234,45","2,44B","15,12%"
"19.10.2008","241,77","264,08","279,79","235,72","3,40B","-6,54%"
"12.10.2008","258,70","299,93","308,76","258,33","2,93B","-9,22%"
"05.10.2008","284,96","330,68","330,68","280,80","3,27B","-17,53%"
"28.09.2008","345,53","362,46","365,41","335,92","469,76M","-5,48%"
"21.09.2008","365,57","364,47","366,64","347,03","2,09B","0,51%"
"14.09.2008","363,70","361,03","368,64","309,71","3,07B","-1,79%"
"07.09.2008","370,34","403,08","408,82","367,80","1,91B","-5,32%"
"31.08.2008","391,16","393,81","404,43","384,92","1,34B","-1,83%"
"24.08.2008","398,44","410,46","412,65","394,07","1,16B","-2,57%"
"17.08.2008","408,94","421,59","423,62","391,98","1,37B","-3,08%"
"10.08.2008","421,94","413,49","424,08","410,07","1,50B","3,04%"
"03.08.2008","409,50","428,14","436,02","407,71","2,07B","-4,73%"
"27.07.2008","429,85","375,88","432,86","370,79","2,44B","14,45%"
"20.07.2008","375,57","381,78","390,64","371,61","1,72B","-1,03%"
"13.07.2008","379,47","352,02","387,83","349,80","1,87B","8,40%"
"06.07.2008","350,06","345,75","360,39","341,49","1,69B","2,06%"
"29.06.2008","343,00","359,01","362,83","326,46","1,79B","-4,27%"
"22.06.2008","358,29","379,22","380,65","354,15","1,17B","-5,50%"
"15.06.2008","379,13","386,31","390,42","377,11","1,19B","-1,00%"
"08.06.2008","382,96","390,74","396,46","379,65","1,28B","-3,41%"
"01.06.2008","396,46","399,19","408,30","394,78","1,39B","-0,81%"
"25.05.2008","399,70","397,10","403,26","389,47","1,40B","0,02%"
"18.05.2008","399,61","424,02","426,04","397,45","926,42M","-5,97%"
"11.05.2008","424,99","420,30","429,55","414,07","1,10B","1,10%"
"04.05.2008","420,35","432,52","437,36","414,46","1,22B","-3,20%"
"27.04.2008","434,26","438,22","439,96","423,97","1,08B","-0,39%"
"20.04.2008","435,94","429,33","438,97","423,05","1,32B","2,23%"
"13.04.2008","426,41","412,47","426,71","410,84","1,59B","1,57%"
"06.04.2008","419,80","419,69","431,73","413,63","1,91B","1,49%"
"30.03.2008","413,63","391,78","418,68","381,74","2,03B","4,71%"
"23.03.2008","395,01","398,29","416,42","393,82","1,16B","-0,55%"
"16.03.2008","397,19","395,88","425,86","385,27","1,51B","-6,73%"
"09.03.2008","425,86","411,61","446,28","409,88","1,99B","2,53%"
"02.03.2008","415,37","436,59","447,77","408,87","1,39B","-7,24%"
"24.02.2008","447,77","462,35","467,56","444,96","1,36B","-1,79%"
"17.02.2008","455,92","446,34","467,97","443,05","1,74B","2,90%"
"10.02.2008","443,05","413,24","459,32","409,55","2,14B","5,59%"
"03.02.2008","419,58","452,33","459,43","412,18","1,70B","-5,61%"
"27.01.2008","444,52","441,45","454,97","424,02","1,44B","-2,30%"
"20.01.2008","454,97","473,42","486,57","420,81","2,33B","-6,49%"
"13.01.2008","486,57","514,86","519,21","477,11","1,48B","-6,29%"
"06.01.2008","519,21","522,62","533,19","516,85","1,14B","-1,16%"
"30.12.2007","525,30","558,33","559,81","523,88","697,17M","-5,69%"
"23.12.2007","556,98","548,23","560,66","538,47","724,06M","3,44%"
"16.12.2007","538,47","543,75","549,12","533,72","450,30M","-1,94%"
"09.12.2007","549,12","561,90","570,88","546,46","1,15B","-2,80%"
"02.12.2007","564,91","541,16","568,17","536,73","1,23B","4,20%"
"25.11.2007","542,14","529,95","545,64","509,40","1,12B","3,60%"
"18.11.2007","523,31","545,79","549,11","515,28","1,12B","-3,63%"
"11.11.2007","543,04","533,09","560,65","532,80","1,41B","1,15%"
"04.11.2007","536,89","564,85","574,85","534,59","1,80B","-5,57%"
"28.10.2007","568,55","568,61","587,47","564,47","1,78B","0,72%"
"21.10.2007","564,47","526,55","566,49","520,94","1,82B","1,73%"
"14.10.2007","554,87","571,23","588,64","551,30","2,20B","-4,42%"
"07.10.2007","580,53","569,82","581,92","559,65","1,57B","2,22%"
"30.09.2007","567,93","540,04","567,93","531,99","2,15B","5,09%"
"23.09.2007","540,44","540,39","551,29","525,52","2,22B","0,30%"
"16.09.2007","538,82","501,75","540,28","499,76","2,35B","6,44%"
"09.09.2007","506,21","490,50","506,21","484,67","1,38B","3,20%"
"02.09.2007","490,50","501,99","505,71","486,81","1,53B","-2,29%"
"26.08.2007","501,99","468,24","502,01","468,24","1,29B","7,21%"
"19.08.2007","468,24","465,77","480,65","450,28","1,70B","0,53%"
"12.08.2007","465,77","491,86","502,73","432,91","2,10B","-5,30%"
"05.08.2007","491,86","507,16","523,90","485,73","1,70B","-3,02%"
"29.07.2007","507,16","515,62","529,71","503,83","2,02B","-1,64%"
"22.07.2007","515,62","529,36","563,10","506,45","2,82B","-2,60%"
"15.07.2007","529,36","520,87","537,37","507,84","1,83B","1,63%"
"08.07.2007","520,87","498,95","530,62","493,69","2,30B","4,39%"
"01.07.2007","498,95","470,94","501,77","469,17","2,02B","5,95%"
"24.06.2007","470,94","457,05","470,94","450,29","1,13B","3,04%"
"17.06.2007","457,05","459,72","465,54","455,44","963,56M","-0,58%"
"10.06.2007","459,72","443,32","460,15","438,04","1,14B","3,70%"
"03.06.2007","443,32","464,90","467,37","435,16","1,24B","-4,64%"
"27.05.2007","464,90","461,94","471,12","461,37","1,17B","0,64%"
"20.05.2007","461,94","460,73","467,30","455,89","1,20B","0,26%"
"13.05.2007","460,73","448,21","462,35","447,82","1,34B","2,79%"
"06.05.2007","448,21","448,18","456,24","442,69","1,45B","0,01%"
"29.04.2007","448,18","431,16","468,61","431,16","2,02B","-4,36%"
"22.04.2007","468,61","473,56","485,70","464,37","1,72B","-1,05%"
"15.04.2007","473,56","460,44","475,57","448,43","2,28B","2,85%"
"08.04.2007","460,44","458,45","463,26","450,22","1,81B","0,43%"
"01.04.2007","458,45","436,61","460,15","432,41","2,18B","5,00%"
"25.03.2007","436,61","434,09","439,10","425,82","1,69B","0,58%"
"18.03.2007","434,09","418,20","436,28","415,71","1,78B","3,80%"
"11.03.2007","418,20","420,56","426,33","401,83","1,65B","-0,56%"
"04.03.2007","420,56","405,50","420,56","388,24","1,63B","3,71%"
"25.02.2007","405,50","435,92","437,60","394,25","2,25B","-6,98%"
"18.02.2007","435,92","436,36","446,16","424,86","1,80B","-0,10%"
"11.02.2007","436,36","421,85","442,36","417,85","2,08B","3,44%"
"04.02.2007","421,85","431,13","431,46","410,92","1,70B","-2,15%"
"28.01.2007","431,13","418,46","433,19","406,88","1,96B","3,03%"
"21.01.2007","418,46","402,01","425,17","402,01","1,91B","4,09%"
"14.01.2007","402,01","381,38","408,12","380,77","1,64B","5,41%"
"07.01.2007","381,38","384,35","384,35","363,44","1,45B","-0,77%"
"31.12.2006","384,35","391,17","392,98","381,84","414,67M","-1,74%"
"24.12.2006","391,17","391,80","394,69","382,84","1,04B","-0,16%"
"17.12.2006","391,80","402,05","403,80","387,58","865,74M","-2,55%"
"10.12.2006","402,05","393,20","402,36","387,17","1,12B","2,25%"
"03.12.2006","393,20","381,97","398,58","374,13","1,41B","2,94%"
"26.11.2006","381,97","375,82","385,75","370,34","1,01B","1,64%"
"19.11.2006","375,82","384,33","386,68","374,22","1,07B","-2,21%"
"12.11.2006","384,33","396,27","399,71","383,15","887,87M","-3,01%"
"05.11.2006","396,27","393,07","405,95","391,95","1,23B","0,81%"
"29.10.2006","393,07","406,83","406,83","387,09","1,30B","-3,38%"
"22.10.2006","406,83","396,44","408,91","396,44","666,55M","2,62%"
"15.10.2006","396,44","384,86","401,89","383,34","1,51B","3,01%"
"08.10.2006","384,86","367,38","386,43","365,94","1,28B","4,76%"
"01.10.2006","367,38","369,25","370,96","362,24","998,79M","-0,51%"
"24.09.2006","369,25","363,90","374,67","359,32","1,18B","1,47%"
"17.09.2006","363,90","381,44","386,46","362,28","1,10B","-4,60%"
"10.09.2006","381,44","373,72","382,30","368,79","1,25B","2,07%"
"03.09.2006","373,72","374,15","383,90","371,33","1,06B","-0,11%"
"27.08.2006","374,15","368,62","374,24","365,20","685,44M","1,50%"
"20.08.2006","368,62","373,85","375,68","361,74","739,31M","-1,40%"
"13.08.2006","373,85","374,18","387,88","369,25","1,09B","-0,09%"
"06.08.2006","374,18","361,60","380,27","356,52","1,35B","3,48%"
"30.07.2006","361,60","361,02","365,74","351,47","990,83M","0,16%"
"23.07.2006","361,02","349,89","370,30","346,98","1,48B","3,18%"
"16.07.2006","349,89","338,32","353,47","321,96","1,26B","3,42%"
"09.07.2006","338,32","362,02","365,49","337,29","964,10M","-6,55%"
"02.07.2006","362,02","354,53","364,81","345,54","1,32B","2,11%"
"25.06.2006","354,53","331,32","355,89","314,92","1,95B","7,01%"
"18.06.2006","331,32","340,48","353,78","327,82","1,50B","-2,69%"
"11.06.2006","340,48","348,03","351,08","315,58","1,89B","-2,17%"
"04.06.2006","348,03","392,86","392,86","343,58","1,76B","-11,41%"
"28.05.2006","392,86","385,93","394,28","364,06","1,81B","1,80%"
"21.05.2006","385,93","396,44","397,74","352,78","2,21B","-2,65%"
"14.05.2006","396,44","419,71","419,71","389,43","1,33B","-5,54%"
"07.05.2006","419,71","442,13","450,50","418,58","1,38B","-5,07%"
"30.04.2006","442,13","438,80","450,85","435,71","941,54M","0,76%"
"23.04.2006","438,80","450,76","457,13","433,36","1,34B","-2,65%"
"16.04.2006","450,76","422,12","450,76","417,05","1,29B","6,78%"
"09.04.2006","422,12","442,84","442,84","417,37","1,10B","-4,68%"
"02.04.2006","442,84","429,11","446,33","429,11","1,50B","3,20%"
"26.03.2006","429,11","432,74","434,01","407,16","2,04B","-0,84%"
"19.03.2006","432,74","446,88","448,68","431,45","1,63B","-3,16%"
"12.03.2006","446,88","425,22","449,41","425,22","1,61B","5,09%"
"05.03.2006","425,22","463,66","467,95","414,65","2,09B","-8,29%"
"26.02.2006","463,66","468,38","481,92","462,06","1,56B","-1,01%"
"19.02.2006","468,38","462,44","472,10","459,78","1,30B","1,28%"
"12.02.2006","462,44","447,73","467,07","429,45","1,43B","3,29%"
"05.02.2006","447,73","442,28","454,33","434,00","1,31B","1,23%"
"29.01.2006","442,28","453,15","458,45","439,57","1,23B","-2,40%"
"22.01.2006","453,15","444,66","464,76","431,10","1,62B","1,91%"
"15.01.2006","444,66","419,05","447,43","416,57","1,58B","6,11%"
"01.01.2006","419,05","397,78","423,54","393,99","1,33B","5,35%"
"25.12.2005","397,78","389,20","400,12","388,24","1,19B","2,20%"
"18.12.2005","389,20","377,17","391,12","375,37","1,12B","3,19%"
"11.12.2005","377,17","374,96","384,39","373,16","1,06B","0,59%"
"04.12.2005","374,96","385,74","392,88","372,73","1,50B","-2,79%"
"27.11.2005","385,74","367,60","391,08","362,67","1,43B","4,93%"
"20.11.2005","367,60","353,14","372,21","350,45","1,45B","4,09%"
"13.11.2005","353,14","340,96","353,96","340,25","1,04B","3,57%"
"06.11.2005","340,96","331,52","350,98","331,21","1,51B","2,85%"
"30.10.2005","331,52","310,39","333,37","310,39","443,87M","6,81%"
"23.10.2005","310,39","314,29","324,39","307,68","772,35M","-1,24%"
"16.10.2005","314,29","314,40","322,30","306,33","970,53M","-0,03%"
"09.10.2005","314,40","334,14","340,82","310,55","1,16B","-5,91%"
"02.10.2005","334,14","333,33","358,10","324,13","1,93B","0,24%"
"25.09.2005","333,33","332,50","337,27","325,05","1,24B","0,25%"
"18.09.2005","332,50","332,94","340,15","330,21","1,58B","-0,13%"
"11.09.2005","332,94","322,03","337,74","321,11","1,91B","3,39%"
"04.09.2005","322,03","317,02","322,03","311,82","1,10B","1,58%"
"28.08.2005","317,02","300,20","320,10","297,38","1,02B","5,60%"
"21.08.2005","300,20","284,57","300,56","284,57","965,53M","5,49%"
"14.08.2005","284,57","281,76","286,66","276,83","1,07B","1,00%"
"07.08.2005","281,76","299,45","301,26","281,07","930,57M","-5,91%"
"31.07.2005","299,45","296,15","301,63","293,26","1,32B","1,11%"
"24.07.2005","296,15","291,88","297,31","286,74","1,18B","1,46%"
"17.07.2005","291,88","284,27","294,19","282,37","1,09B","2,68%"
"10.07.2005","284,27","278,42","287,79","275,73","1,26B","2,10%"
"03.07.2005","278,42","276,17","279,63","269,80","1,17B","0,81%"
"26.06.2005","276,17","270,33","276,17","264,64","1,00B","2,16%"
"19.06.2005","270,33","265,29","271,87","264,27","894,93M","1,90%"
"12.06.2005","265,29","257,25","267,55","255,22","915,24M","3,13%"
"05.06.2005","257,25","260,52","260,52","253,01","884,82M","-1,26%"
"29.05.2005","260,52","244,53","261,34","241,39","1,15B","6,54%"
"22.05.2005","244,53","254,65","254,65","238,91","796,08M","-3,97%"
"15.05.2005","254,65","253,26","256,34","247,72","830,26M","0,55%"
"08.05.2005","253,26","249,51","253,26","243,09","1,06B","1,50%"
"01.05.2005","249,51","235,92","251,81","235,92","1,14B","5,76%"
"24.04.2005","235,92","247,31","248,96","231,70","805,27M","-4,61%"
"17.04.2005","247,31","238,53","249,53","228,88","1,15B","3,68%"
"10.04.2005","238,53","257,86","259,69","235,93","899,84M","-7,50%"
"03.04.2005","257,86","257,41","262,29","251,87","799,09M","0,17%"
"27.03.2005","257,41","255,03","259,83","242,44","970,90M","0,93%"
"20.03.2005","255,03","253,49","255,25","241,59","984,89M","0,61%"
"13.03.2005","253,49","275,73","275,73","238,75","1,31B","-8,07%"
"06.03.2005","275,73","276,63","279,36","273,57","989,48M","-0,33%"
"27.02.2005","276,63","280,31","284,10","271,69","1,15B","-1,31%"
"20.02.2005","280,31","272,93","280,67","264,04","1,07B","2,70%"
"13.02.2005","272,93","277,36","283,25","268,68","1,38B","-1,60%"
"06.02.2005","277,36","278,13","284,03","270,95","1,53B","-0,28%"
"30.01.2005","278,13","270,74","282,78","268,51","1,88B","2,73%"
"23.01.2005","270,74","269,18","276,62","262,47","1,66B","0,58%"
"16.01.2005","269,18","263,63","269,18","263,60","691,31M","2,11%"
"09.01.2005","263,63","251,85","267,50","251,42","2,05B","4,17%"
"02.01.2005","253,08","249,72","256,02","242,38","1,17B","1,35%"
"26.12.2004","249,72","245,38","251,06","244,10","773,64M","1,77%"
"19.12.2004","245,38","243,61","248,42","239,52","1,42B","0,73%"
"12.12.2004","243,61","229,44","243,61","229,44","2,04B","6,18%"
"05.12.2004","229,44","230,08","232,86","222,34","1,30B","-0,28%"
"28.11.2004","230,08","232,93","232,97","223,57","1,20B","-1,22%"
"21.11.2004","232,93","231,77","237,06","228,08","931,43M","0,50%"
"14.11.2004","231,77","221,05","231,96","221,05","748,09M","4,85%"
"07.11.2004","221,05","232,16","232,41","219,59","1,27B","-4,79%"
"31.10.2004","232,16","229,00","236,74","227,12","1,63B","1,38%"
"24.10.2004","229,00","222,44","229,00","217,06","1,01B","2,95%"
"17.10.2004","222,44","224,77","226,80","221,19","1,26B","-1,04%"
"10.10.2004","224,77","229,51","232,41","221,18","1,63B","-2,07%"
"03.10.2004","229,51","217,22","229,51","214,32","1,84B","5,66%"
"26.09.2004","217,22","223,07","224,15","216,11","1,65B","-2,62%"
"19.09.2004","223,07","208,33","226,40","200,42","2,18B","7,08%"
"12.09.2004","208,33","210,04","219,82","207,63","1,90B","-0,81%"
"05.09.2004","210,04","207,75","215,72","205,75","1,98B","1,10%"
"29.08.2004","207,75","198,55","208,00","197,53","1,17B","4,63%"
